search_term,date_searched,url,title,urn,urn_type,country,state,municipality,justice,region,court_class,document_type_full,promulgation_date,document_description
veículos autônomos,2025-06-06 12:28:39,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.16:tribunal.regional.trabalho;turma.1:acordao:2011-03-02;0247900-75.2009.5.16.0012,ACORDÃO TRT 16ª / 1ª Turma / RO 0247900-75.2009.5.16.0012,urn:lex:br;justica.trabalho;regiao.16:tribunal.regional.trabalho;turma.1:acordao:2011-03-02;0247900-75.2009.5.16.0012,jurisprudence,Brasil,,,Justiça do Trabalho,16ª região,"Tribunal Regional do Trabalho, 1ª turma",Acórdão número 0247900-75.2009.5.16.0012,02-03-2011,"Acórdão número 0247900-75.2009.5.16.0012, publicado em 02-03-2011, Tribunal Regional do Trabalho, 1ª turma, da 16ª região, Justiça do Trabalho"
telemetria,2025-06-06 12:28:41,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.7:acordao:2024-09-25;0010118-08.2024.5.03.0027,Acórdão PJe TRT 3ª / Setima Turma / 2024-09-25,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.7:acordao:2024-09-25;0010118-08.2024.5.03.0027,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 7ª turma",Acórdão número 0010118-08.2024.5.03.0027,25-09-2024,"Acórdão número 0010118-08.2024.5.03.0027, publicado em 25-09-2024, Tribunal Regional do Trabalho, 7ª turma, da 3ª região, Justiça do Trabalho"
telemetria,2025-06-06 12:28:41,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1942-08-25;10322,"Decreto nº 10.322, de 25 de Agosto de 1942",urn:lex:br:federal:decreto:1942-08-25;10322,legislation,Brasil,,,,,,Decreto Federal 10322,25-08-1942,"Decreto Federal 10322, promulgada em 25-08-1942, Brasil"
telemetria,2025-06-06 12:28:41,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1994-05-30;seq-sf-6,Decreto de 30/05/1994 ( seq-sf: 6 ),urn:lex:br:federal:decreto:1994-05-30;seq-sf-6,legislation,Brasil,,,,,,Decreto Federal seq-sf-6,30-05-1994,"Decreto Federal seq-sf-6, promulgada em 30-05-1994, Brasil"
telemetria,2025-06-06 12:28:41,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2013-10-01;6468,PL 6468/2013,urn:lex:br:camara.deputados:projeto.lei;pl:2013-10-01;6468,legislation,Brasil,,,,,,Projeto.Lei (Pl) Camara.Deputados 6468,01-10-2013,"Projeto.Lei (Pl) Camara.Deputados 6468, promulgada em 01-10-2013, Brasil"
telemetria,2025-06-06 12:28:41,https://www.lexml.gov.br/urn/urn:lex:br:rede.virtual.bibliotecas:artigo.revista:2020;1001202861,Sprinklers em museus,urn:lex:br:rede.virtual.bibliotecas:artigo.revista:2020;1001202861,legislation,Brasil,,,,,,Artigo.Revista Rede.Virtual.Bibliotecas 1001202861,2020,"Artigo.Revista Rede.Virtual.Bibliotecas 1001202861, promulgada em 2020, Brasil"
telemetria,2025-06-06 12:28:41,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.1:acordao;airr:2011-11-09;45300-2009-203-4-0,Acórdão do processo Nº AIRR - 45300-10.2009.5.04.0203,urn:lex:br:tribunal.superior.trabalho;turma.1:acordao;airr:2011-11-09;45300-2009-203-4-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 1ª turma",Acórdão (AIRR) número 45300-2009-203-4-0,09-11-2011,"Acórdão (AIRR) número 45300-2009-203-4-0, publicado em 09-11-2011, Tribunal Superior do Trabalho, 1ª turma"
telemetria,2025-06-06 12:28:41,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.1:acordao:2012-07-02;0001431-73.2011.5.03.0067,Acórdão TRT 3ª / Primeira Turma / 2012-07-02,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.1:acordao:2012-07-02;0001431-73.2011.5.03.0067,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 1ª turma",Acórdão número 0001431-73.2011.5.03.0067,02-07-2012,"Acórdão número 0001431-73.2011.5.03.0067, publicado em 02-07-2012, Tribunal Regional do Trabalho, 1ª turma, da 3ª região, Justiça do Trabalho"
telemetria,2025-06-06 12:28:41,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.9:acordao:2011-08-10;0000803-62.2010.5.03.0021,Acórdão TRT 3ª / Nona Turma / 2011-08-10,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.9:acordao:2011-08-10;0000803-62.2010.5.03.0021,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 9ª turma",Acórdão número 0000803-62.2010.5.03.0021,10-08-2011,"Acórdão número 0000803-62.2010.5.03.0021, publicado em 10-08-2011, Tribunal Regional do Trabalho, 9ª turma, da 3ª região, Justiça do Trabalho"
telemetria,2025-06-06 12:28:41,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.3:acordao;ag:2023-12-13;1000616-2022-63-2-0,Acórdão do processo Nº Ag-AIRR - 1000616-15.2022.5.02.0063,urn:lex:br:tribunal.superior.trabalho;turma.3:acordao;ag:2023-12-13;1000616-2022-63-2-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 3ª turma",Acórdão (AG) número 1000616-2022-63-2-0,13-12-2023,"Acórdão (AG) número 1000616-2022-63-2-0, publicado em 13-12-2023, Tribunal Superior do Trabalho, 3ª turma"
telemetria,2025-06-06 12:28:41,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.7:acordao;airr:2016-10-05;1196-2010-6-5-0,Acórdão do processo Nº AIRR - 1196-75.2010.5.05.0006,urn:lex:br:tribunal.superior.trabalho;turma.7:acordao;airr:2016-10-05;1196-2010-6-5-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 7ª turma",Acórdão (AIRR) número 1196-2010-6-5-0,05-10-2016,"Acórdão (AIRR) número 1196-2010-6-5-0, publicado em 05-10-2016, Tribunal Superior do Trabalho, 7ª turma"
telemetria,2025-06-06 12:28:41,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.8:acordao;airr:2021-08-25;1007-2017-101-10-0,Acórdão do processo Nº AIRR - 1007-21.2017.5.10.0101,urn:lex:br:tribunal.superior.trabalho;turma.8:acordao;airr:2021-08-25;1007-2017-101-10-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 8ª turma",Acórdão (AIRR) número 1007-2017-101-10-0,25-08-2021,"Acórdão (AIRR) número 1007-2017-101-10-0, publicado em 25-08-2021, Tribunal Superior do Trabalho, 8ª turma"
telemetria,2025-06-06 12:28:41,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.1:acordao:2023-12-15;0010386-24.2021.5.03.0009,Acórdão PJe TRT 3ª / Primeira Turma / 2023-12-15,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.1:acordao:2023-12-15;0010386-24.2021.5.03.0009,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 1ª turma",Acórdão número 0010386-24.2021.5.03.0009,15-12-2023,"Acórdão número 0010386-24.2021.5.03.0009, publicado em 15-12-2023, Tribunal Regional do Trabalho, 1ª turma, da 3ª região, Justiça do Trabalho"
telemetria,2025-06-06 12:28:41,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.1:acordao:2024-02-26;0010372-25.2023.5.03.0153,Acórdão PJe TRT 3ª / Primeira Turma / 2024-02-26,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.1:acordao:2024-02-26;0010372-25.2023.5.03.0153,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 1ª turma",Acórdão número 0010372-25.2023.5.03.0153,26-02-2024,"Acórdão número 0010372-25.2023.5.03.0153, publicado em 26-02-2024, Tribunal Regional do Trabalho, 1ª turma, da 3ª região, Justiça do Trabalho"
telemetria,2025-06-06 12:28:41,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.1:acordao:2024-04-15;0010405-72.2023.5.03.0037,Acórdão PJe TRT 3ª / Primeira Turma / 2024-04-15,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.1:acordao:2024-04-15;0010405-72.2023.5.03.0037,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 1ª turma",Acórdão número 0010405-72.2023.5.03.0037,15-04-2024,"Acórdão número 0010405-72.2023.5.03.0037, publicado em 15-04-2024, Tribunal Regional do Trabalho, 1ª turma, da 3ª região, Justiça do Trabalho"
telemetria,2025-06-06 12:28:41,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.5:acordao;rr:2018-12-05;10326-2014-44-3-0,Acórdão do processo Nº RR - 10326-87.2014.5.03.0044,urn:lex:br:tribunal.superior.trabalho;turma.5:acordao;rr:2018-12-05;10326-2014-44-3-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 5ª turma",Acórdão (RR) número 10326-2014-44-3-0,05-12-2018,"Acórdão (RR) número 10326-2014-44-3-0, publicado em 05-12-2018, Tribunal Superior do Trabalho, 5ª turma"
rastreamento,2025-06-06 12:28:43,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;secao.especializada.1:acordao:1999-03-23;01483-1996-011-03-00-8,Acórdão TRT 3ª / Secao Especializada / 1999-03-23,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;secao.especializada.1:acordao:1999-03-23;01483-1996-011-03-00-8,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, Secao Especializada 1",Acórdão número 01483-1996-011-03-00-8,23-03-1999,"Acórdão número 01483-1996-011-03-00-8, publicado em 23-03-1999, Tribunal Regional do Trabalho, Secao Especializada 1, da 3ª região, Justiça do Trabalho"
rastreamento,2025-06-06 12:28:43,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.5:acordao:2001-11-06;00156-1996-032-03-00-0,Acórdão TRT 3ª / Quinta Turma / 2001-11-06,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.5:acordao:2001-11-06;00156-1996-032-03-00-0,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 5ª turma",Acórdão número 00156-1996-032-03-00-0,06-11-2001,"Acórdão número 00156-1996-032-03-00-0, publicado em 06-11-2001, Tribunal Regional do Trabalho, 5ª turma, da 3ª região, Justiça do Trabalho"
rastreamento,2025-06-06 12:28:43,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais;ponte.nova:municipal:lei:2019-10-11;4315,"Lei n° 4315, de 11 de Outubro de 2019",urn:lex:br;minas.gerais;ponte.nova:municipal:lei:2019-10-11;4315,legislation,Brasil,Minas Gerais,Ponte Nova,,,,Lei Municipal 4315,11-10-2019,"Lei Municipal 4315, promulgada em 11-10-2019, Município de Ponte Nova, Estado de Minas Gerais, Brasil"
rastreamento,2025-06-06 12:28:43,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.3:acordao:2013-03-07;0099800-16.1996.5.03.0007,Acórdão TRT 3ª / Terceira Turma / 2013-03-07,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.3:acordao:2013-03-07;0099800-16.1996.5.03.0007,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 3ª turma",Acórdão número 0099800-16.1996.5.03.0007,07-03-2013,"Acórdão número 0099800-16.1996.5.03.0007, publicado em 07-03-2013, Tribunal Regional do Trabalho, 3ª turma, da 3ª região, Justiça do Trabalho"
rastreamento,2025-06-06 12:28:43,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.4:acordao:2013-09-25;0027800-28.2006.5.03.0149,Acórdão TRT 3ª / Quarta Turma / 2013-09-25,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.4:acordao:2013-09-25;0027800-28.2006.5.03.0149,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 4ª turma",Acórdão número 0027800-28.2006.5.03.0149,25-09-2013,"Acórdão número 0027800-28.2006.5.03.0149, publicado em 25-09-2013, Tribunal Regional do Trabalho, 4ª turma, da 3ª região, Justiça do Trabalho"
rastreamento,2025-06-06 12:28:43,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.16:tribunal.regional.trabalho;turma.2:acordao:2016-06-07;0199700-62.2013.5.16.0023,ACORDÃO TRT 16ª / 2ª Turma / RO 0199700-62.2013.5.16.0023,urn:lex:br;justica.trabalho;regiao.16:tribunal.regional.trabalho;turma.2:acordao:2016-06-07;0199700-62.2013.5.16.0023,jurisprudence,Brasil,,,Justiça do Trabalho,16ª região,"Tribunal Regional do Trabalho, 2ª turma",Acórdão número 0199700-62.2013.5.16.0023,07-06-2016,"Acórdão número 0199700-62.2013.5.16.0023, publicado em 07-06-2016, Tribunal Regional do Trabalho, 2ª turma, da 16ª região, Justiça do Trabalho"
rastreamento,2025-06-06 12:28:43,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.2:acordao:2015-01-22;0000062-34.2011.5.03.0135,Acórdão TRT 3ª / Segunda Turma / 2015-01-22,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.2:acordao:2015-01-22;0000062-34.2011.5.03.0135,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 2ª turma",Acórdão número 0000062-34.2011.5.03.0135,22-01-2015,"Acórdão número 0000062-34.2011.5.03.0135, publicado em 22-01-2015, Tribunal Regional do Trabalho, 2ª turma, da 3ª região, Justiça do Trabalho"
rastreamento,2025-06-06 12:28:43,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.3:acordao;resp:2024-04-16;1967252-2429805,REsp 1967252 / RJ,urn:lex:br:superior.tribunal.justica;turma.3:acordao;resp:2024-04-16;1967252-2429805,jurisprudence,Brasil,,,,,"Superior Tribunal de Justiça, 3ª turma",Acórdão (RESP) número 1967252-2429805,16-04-2024,"Acórdão (RESP) número 1967252-2429805, publicado em 16-04-2024, Superior Tribunal de Justiça, 3ª turma"
rastreamento,2025-06-06 12:28:43,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.3:acordao;aresp:2016-03-15;813686-1524095,AgRg no AREsp 813686 / SP,urn:lex:br:superior.tribunal.justica;turma.3:acordao;aresp:2016-03-15;813686-1524095,jurisprudence,Brasil,,,,,"Superior Tribunal de Justiça, 3ª turma",Acórdão (ARESP) número 813686-1524095,15-03-2016,"Acórdão (ARESP) número 813686-1524095, publicado em 15-03-2016, Superior Tribunal de Justiça, 3ª turma"
rastreamento,2025-06-06 12:28:43,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais;divinopolis:municipal:lei.complementar:2022-07-05;226,"Lei Complementar n° 226, de 05 de Julho de 2022",urn:lex:br;minas.gerais;divinopolis:municipal:lei.complementar:2022-07-05;226,legislation,Brasil,Minas Gerais,Divinopolis,,,,Lei.Complementar Municipal 226,05-07-2022,"Lei.Complementar Municipal 226, promulgada em 05-07-2022, Município de Divinopolis, Estado de Minas Gerais, Brasil"
rastreamento,2025-06-06 12:28:43,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.2:acordao;rr:2018-03-20;190-2014-222-5-0,Acórdão do processo Nº RR - 190-25.2014.5.05.0222,urn:lex:br:tribunal.superior.trabalho;turma.2:acordao;rr:2018-03-20;190-2014-222-5-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 2ª turma",Acórdão (RR) número 190-2014-222-5-0,20-03-2018,"Acórdão (RR) número 190-2014-222-5-0, publicado em 20-03-2018, Tribunal Superior do Trabalho, 2ª turma"
rastreamento,2025-06-06 12:28:43,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.2:acordao;rr:2018-11-27;2128-2012-242-9-0,Acórdão do processo Nº RR - 2128-52.2012.5.09.0242,urn:lex:br:tribunal.superior.trabalho;turma.2:acordao;rr:2018-11-27;2128-2012-242-9-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 2ª turma",Acórdão (RR) número 2128-2012-242-9-0,27-11-2018,"Acórdão (RR) número 2128-2012-242-9-0, publicado em 27-11-2018, Tribunal Superior do Trabalho, 2ª turma"
rastreamento,2025-06-06 12:28:43,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.24:tribunal.regional.trabalho;turma.2:acordao:2013-12-04;0001300-54.2010.5.24.0001,ACÓRDÃO TRT 24ª / 2ª Turma / RO.1 0001300-54.2010.5.24.0001,urn:lex:br;justica.trabalho;regiao.24:tribunal.regional.trabalho;turma.2:acordao:2013-12-04;0001300-54.2010.5.24.0001,jurisprudence,Brasil,,,Justiça do Trabalho,24ª região,"Tribunal Regional do Trabalho, 2ª turma",Acórdão número 0001300-54.2010.5.24.0001,04-12-2013,"Acórdão número 0001300-54.2010.5.24.0001, publicado em 04-12-2013, Tribunal Regional do Trabalho, 2ª turma, da 24ª região, Justiça do Trabalho"
rastreamento,2025-06-06 12:28:43,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.4:acordao;rr:2021-06-08;10890-2016-18-18-0,Acórdão do processo Nº RR - 10890-59.2016.5.18.0018,urn:lex:br:tribunal.superior.trabalho;turma.4:acordao;rr:2021-06-08;10890-2016-18-18-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 4ª turma",Acórdão (RR) número 10890-2016-18-18-0,08-06-2021,"Acórdão (RR) número 10890-2016-18-18-0, publicado em 08-06-2021, Tribunal Superior do Trabalho, 4ª turma"
rastreamento,2025-06-06 12:28:43,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.3:acordao;ed:2020-10-20;107100-1998-16-2-0,Acórdão do processo Nº ED-AIRR - 107100-58.1998.5.02.0016,urn:lex:br:tribunal.superior.trabalho;turma.3:acordao;ed:2020-10-20;107100-1998-16-2-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 3ª turma",Acórdão (ED) número 107100-1998-16-2-0,20-10-2020,"Acórdão (ED) número 107100-1998-16-2-0, publicado em 20-10-2020, Tribunal Superior do Trabalho, 3ª turma"
rastreamento,2025-06-06 12:28:43,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.2:acordao;aresp:2022-09-27;2076095-2212753,AREsp 2076095 / RS,urn:lex:br:superior.tribunal.justica;turma.2:acordao;aresp:2022-09-27;2076095-2212753,jurisprudence,Brasil,,,,,"Superior Tribunal de Justiça, 2ª turma",Acórdão (ARESP) número 2076095-2212753,27-09-2022,"Acórdão (ARESP) número 2076095-2212753, publicado em 27-09-2022, Superior Tribunal de Justiça, 2ª turma"
rastreamento,2025-06-06 12:28:43,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2023-05-16;2580,PL 2580/2023,urn:lex:br:camara.deputados:projeto.lei;pl:2023-05-16;2580,legislation,Brasil,,,,,,Projeto.Lei (Pl) Camara.Deputados 2580,16-05-2023,"Projeto.Lei (Pl) Camara.Deputados 2580, promulgada em 16-05-2023, Brasil"
motorização,2025-06-06 12:28:45,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1940-01-15;5131,"Decreto nº 5.131, de 15 de Janeiro de 1940",urn:lex:br:federal:decreto:1940-01-15;5131,legislation,Brasil,,,,,,Decreto Federal 5131,15-01-1940,"Decreto Federal 5131, promulgada em 15-01-1940, Brasil"
motorização,2025-06-06 12:28:45,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2020-05-06;2427,PL 2427/2020,urn:lex:br:camara.deputados:projeto.lei;pl:2020-05-06;2427,legislation,Brasil,,,,,,Projeto.Lei (Pl) Camara.Deputados 2427,06-05-2020,"Projeto.Lei (Pl) Camara.Deputados 2427, promulgada em 06-05-2020, Brasil"
motorização,2025-06-06 12:28:45,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2009-03-04;4776,PL 4776/2009,urn:lex:br:camara.deputados:projeto.lei;pl:2009-03-04;4776,legislation,Brasil,,,,,,Projeto.Lei (Pl) Camara.Deputados 4776,04-03-2009,"Projeto.Lei (Pl) Camara.Deputados 4776, promulgada em 04-03-2009, Brasil"
motorização,2025-06-06 12:28:45,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.recursal.juizados.especiais.civeis.criminais.df.2:acordao:2013-01-22;648526,Acórdão nº 648526 do Processo nº20121010059700acj,urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.recursal.juizados.especiais.civeis.criminais.df.2:acordao:2013-01-22;648526,jurisprudence,Brasil,,,Distrito Federal,,"Tribunal Justica Distrito Federal Territorios, recursal.juizados.especiais.civeis.criminais.df.2ª turma",Acórdão número 648526,22-01-2013,"Acórdão número 648526, publicado em 22-01-2013, Tribunal Justica Distrito Federal Territorios, recursal.juizados.especiais.civeis.criminais.df.2ª turma, Distrito Federal"
motorização,2025-06-06 12:28:45,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.2:acordao:2011-10-26;545571,Acórdão nº 545571 do Processo nº20090910064183apc,urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.2:acordao:2011-10-26;545571,jurisprudence,Brasil,,,Distrito Federal,,"Tribunal Justica Distrito Federal Territorios, civel.2ª turma",Acórdão número 545571,26-10-2011,"Acórdão número 545571, publicado em 26-10-2011, Tribunal Justica Distrito Federal Territorios, civel.2ª turma, Distrito Federal"
