search_term,date_searched,url,title,urn,urn_type,country,state,municipality,justice,region,court_class,document_type_full,promulgation_date,document_description
bitrem,2025-06-06 12:30:17,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.6:acordao;airr:2017-08-30;10529-2014-114-15-0,Acórdão do processo Nº AIRR - 10529-97.2014.5.15.0114,urn:lex:br:tribunal.superior.trabalho;turma.6:acordao;airr:2017-08-30;10529-2014-114-15-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 6ª turma",Acórdão (AIRR) número 10529-2014-114-15-0,30-08-2017,"Acórdão (AIRR) número 10529-2014-114-15-0, publicado em 30-08-2017, Tribunal Superior do Trabalho, 6ª turma"
bitrem,2025-06-06 12:30:17,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.2:acordao:2012-11-20;0001183-91.2011.5.03.0040,Acórdão TRT 3ª / Segunda Turma / 2012-11-20,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.2:acordao:2012-11-20;0001183-91.2011.5.03.0040,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 2ª turma",Acórdão número 0001183-91.2011.5.03.0040,20-11-2012,"Acórdão número 0001183-91.2011.5.03.0040, publicado em 20-11-2012, Tribunal Regional do Trabalho, 2ª turma, da 3ª região, Justiça do Trabalho"
bitrem,2025-06-06 12:30:17,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.5:acordao;ag:2021-03-17;11259-2017-179-3-0,Acórdão do processo Nº Ag-AIRR - 11259-38.2017.5.03.0179,urn:lex:br:tribunal.superior.trabalho;turma.5:acordao;ag:2021-03-17;11259-2017-179-3-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 5ª turma",Acórdão (AG) número 11259-2017-179-3-0,17-03-2021,"Acórdão (AG) número 11259-2017-179-3-0, publicado em 17-03-2021, Tribunal Superior do Trabalho, 5ª turma"
rodotrem,2025-06-06 12:30:19,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.6:acordao;airr:2013-09-04;1634-2011-142-3-0,Acórdão do processo Nº AIRR - 1634-04.2011.5.03.0142,urn:lex:br:tribunal.superior.trabalho;turma.6:acordao;airr:2013-09-04;1634-2011-142-3-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 6ª turma",Acórdão (AIRR) número 1634-2011-142-3-0,04-09-2013,"Acórdão (AIRR) número 1634-2011-142-3-0, publicado em 04-09-2013, Tribunal Superior do Trabalho, 6ª turma"
rodotrem,2025-06-06 12:30:19,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.7:acordao:2023-07-05;0010215-21.2023.5.03.0131,Acórdão PJe TRT 3ª / Setima Turma / 2023-07-05,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.7:acordao:2023-07-05;0010215-21.2023.5.03.0131,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 7ª turma",Acórdão número 0010215-21.2023.5.03.0131,05-07-2023,"Acórdão número 0010215-21.2023.5.03.0131, publicado em 05-07-2023, Tribunal Regional do Trabalho, 7ª turma, da 3ª região, Justiça do Trabalho"
rodotrem,2025-06-06 12:30:19,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.8:acordao;airr:2016-08-31;293-2015-111-18-0,Acórdão do processo Nº AIRR - 293-77.2015.5.18.0111,urn:lex:br:tribunal.superior.trabalho;turma.8:acordao;airr:2016-08-31;293-2015-111-18-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 8ª turma",Acórdão (AIRR) número 293-2015-111-18-0,31-08-2016,"Acórdão (AIRR) número 293-2015-111-18-0, publicado em 31-08-2016, Tribunal Superior do Trabalho, 8ª turma"
rodotrem,2025-06-06 12:30:19,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.1:acordao:2025-02-26;0010465-42.2024.5.03.0156,Acórdão PJe TRT 3ª / Primeira Turma / 2025-02-26,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.1:acordao:2025-02-26;0010465-42.2024.5.03.0156,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 1ª turma",Acórdão número 0010465-42.2024.5.03.0156,26-02-2025,"Acórdão número 0010465-42.2024.5.03.0156, publicado em 26-02-2025, Tribunal Regional do Trabalho, 1ª turma, da 3ª região, Justiça do Trabalho"
rodotrem,2025-06-06 12:30:19,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.3:acordao;airr:2018-08-15;10529-2015-111-18-0,Acórdão do processo Nº AIRR - 10529-88.2015.5.18.0111,urn:lex:br:tribunal.superior.trabalho;turma.3:acordao;airr:2018-08-15;10529-2015-111-18-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 3ª turma",Acórdão (AIRR) número 10529-2015-111-18-0,15-08-2018,"Acórdão (AIRR) número 10529-2015-111-18-0, publicado em 15-08-2018, Tribunal Superior do Trabalho, 3ª turma"
rodotrem,2025-06-06 12:30:19,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.8:tribunal.regional.trabalho;turma.1:acordao:2014-03-25;0001143-30.2012.5.08.0010,ACÓRDÃO TRT 8ª / 1ª T / RO 0001143-30.2012.5.08.0010,urn:lex:br;justica.trabalho;regiao.8:tribunal.regional.trabalho;turma.1:acordao:2014-03-25;0001143-30.2012.5.08.0010,jurisprudence,Brasil,,,Justiça do Trabalho,8ª região,"Tribunal Regional do Trabalho, 1ª turma",Acórdão número 0001143-30.2012.5.08.0010,25-03-2014,"Acórdão número 0001143-30.2012.5.08.0010, publicado em 25-03-2014, Tribunal Regional do Trabalho, 1ª turma, da 8ª região, Justiça do Trabalho"
rodotrem,2025-06-06 12:30:19,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.6:acordao:2015-08-04;0000995-44.2012.5.03.0079,Acórdão TRT 3ª / Sexta Turma / 2015-08-04,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.6:acordao:2015-08-04;0000995-44.2012.5.03.0079,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 6ª turma",Acórdão número 0000995-44.2012.5.03.0079,04-08-2015,"Acórdão número 0000995-44.2012.5.03.0079, publicado em 04-08-2015, Tribunal Regional do Trabalho, 6ª turma, da 3ª região, Justiça do Trabalho"
rodotrem,2025-06-06 12:30:19,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.3:acordao;airr:2017-03-22;989-2015-111-18-0,Acórdão do processo Nº AIRR - 989-16.2015.5.18.0111,urn:lex:br:tribunal.superior.trabalho;turma.3:acordao;airr:2017-03-22;989-2015-111-18-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 3ª turma",Acórdão (AIRR) número 989-2015-111-18-0,22-03-2017,"Acórdão (AIRR) número 989-2015-111-18-0, publicado em 22-03-2017, Tribunal Superior do Trabalho, 3ª turma"
rodotrem,2025-06-06 12:30:19,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.3:acordao;airr:2016-06-01;208-2015-111-18-0,Acórdão do processo Nº AIRR - 208-91.2015.5.18.0111,urn:lex:br:tribunal.superior.trabalho;turma.3:acordao;airr:2016-06-01;208-2015-111-18-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 3ª turma",Acórdão (AIRR) número 208-2015-111-18-0,01-06-2016,"Acórdão (AIRR) número 208-2015-111-18-0, publicado em 01-06-2016, Tribunal Superior do Trabalho, 3ª turma"
rodotrem,2025-06-06 12:30:19,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.2:acordao;ag:2023-06-07;1077-2017-8-23-0,Acórdão do processo Nº Ag-AIRR - 1077-63.2017.5.23.0008,urn:lex:br:tribunal.superior.trabalho;turma.2:acordao;ag:2023-06-07;1077-2017-8-23-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 2ª turma",Acórdão (AG) número 1077-2017-8-23-0,07-06-2023,"Acórdão (AG) número 1077-2017-8-23-0, publicado em 07-06-2023, Tribunal Superior do Trabalho, 2ª turma"
rodotrem,2025-06-06 12:30:19,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.3:acordao;airr:2016-06-29;193-2015-111-18-0,Acórdão do processo Nº AIRR - 193-25.2015.5.18.0111,urn:lex:br:tribunal.superior.trabalho;turma.3:acordao;airr:2016-06-29;193-2015-111-18-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 3ª turma",Acórdão (AIRR) número 193-2015-111-18-0,29-06-2016,"Acórdão (AIRR) número 193-2015-111-18-0, publicado em 29-06-2016, Tribunal Superior do Trabalho, 3ª turma"
rodotrem,2025-06-06 12:30:19,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.5:acordao;ag:2023-05-24;542-2020-141-14-0,Acórdão do processo Nº Ag-AIRR - 542-70.2020.5.14.0141,urn:lex:br:tribunal.superior.trabalho;turma.5:acordao;ag:2023-05-24;542-2020-141-14-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 5ª turma",Acórdão (AG) número 542-2020-141-14-0,24-05-2023,"Acórdão (AG) número 542-2020-141-14-0, publicado em 24-05-2023, Tribunal Superior do Trabalho, 5ª turma"
rodotrem,2025-06-06 12:30:19,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.3:acordao:2011-12-02;0000690-02.2010.5.03.0024,Acórdão TRT 3ª / Terceira Turma / 2011-12-02,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.3:acordao:2011-12-02;0000690-02.2010.5.03.0024,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 3ª turma",Acórdão número 0000690-02.2010.5.03.0024,02-12-2011,"Acórdão número 0000690-02.2010.5.03.0024, publicado em 02-12-2011, Tribunal Regional do Trabalho, 3ª turma, da 3ª região, Justiça do Trabalho"
rodotrem,2025-06-06 12:30:19,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.8:acordao;airr:2016-10-19;143-2015-111-18-0,Acórdão do processo Nº AIRR - 143-96.2015.5.18.0111,urn:lex:br:tribunal.superior.trabalho;turma.8:acordao;airr:2016-10-19;143-2015-111-18-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 8ª turma",Acórdão (AIRR) número 143-2015-111-18-0,19-10-2016,"Acórdão (AIRR) número 143-2015-111-18-0, publicado em 19-10-2016, Tribunal Superior do Trabalho, 8ª turma"
rodotrem,2025-06-06 12:30:19,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.7:acordao;airr:2016-11-23;181-2015-111-18-0,Acórdão do processo Nº AIRR - 181-11.2015.5.18.0111,urn:lex:br:tribunal.superior.trabalho;turma.7:acordao;airr:2016-11-23;181-2015-111-18-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 7ª turma",Acórdão (AIRR) número 181-2015-111-18-0,23-11-2016,"Acórdão (AIRR) número 181-2015-111-18-0, publicado em 23-11-2016, Tribunal Superior do Trabalho, 7ª turma"
rodotrem,2025-06-06 12:30:19,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.3:acordao;airr:2017-04-05;10039-2015-111-18-0,Acórdão do processo Nº AIRR - 10039-66.2015.5.18.0111,urn:lex:br:tribunal.superior.trabalho;turma.3:acordao;airr:2017-04-05;10039-2015-111-18-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 3ª turma",Acórdão (AIRR) número 10039-2015-111-18-0,05-04-2017,"Acórdão (AIRR) número 10039-2015-111-18-0, publicado em 05-04-2017, Tribunal Superior do Trabalho, 3ª turma"
equipamentos de transporte,2025-06-06 12:30:21,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:distrital:decreto:2008-03-18;28880,"Decreto nº 28880, de 18 de março de 2008",urn:lex:br;distrito.federal:distrital:decreto:2008-03-18;28880,legislation,Brasil,Distrito Federal,,,,,Decreto Distrital 28880,18-03-2008,"Decreto Distrital 28880, promulgada em 18-03-2008, Estado de Distrito Federal, Brasil"
equipamentos de transporte,2025-06-06 12:30:21,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:distrital:lei:2006-12-19;3923,"Lei nº 3923, de 19 de dezembro de 2006",urn:lex:br;distrito.federal:distrital:lei:2006-12-19;3923,legislation,Brasil,Distrito Federal,,,,,Lei Distrital 3923,19-12-2006,"Lei Distrital 3923, promulgada em 19-12-2006, Estado de Distrito Federal, Brasil"
equipamentos de transporte,2025-06-06 12:30:21,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1965-07-22;56602,"Decreto nº 56.602, de 22 de Julho de 1965",urn:lex:br:federal:decreto:1965-07-22;56602,legislation,Brasil,,,,,,Decreto Federal 56602,22-07-1965,"Decreto Federal 56602, promulgada em 22-07-1965, Brasil"
equipamentos de transporte,2025-06-06 12:30:21,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais:estadual:decreto:1984-02-28;23476,"Decreto nº 23476, de 28 de fevereiro de 1984",urn:lex:br;minas.gerais:estadual:decreto:1984-02-28;23476,legislation,Brasil,Minas Gerais,,,,,Decreto Estadual 23476,28-02-1984,"Decreto Estadual 23476, promulgada em 28-02-1984, Estado de Minas Gerais, Brasil"
equipamentos de transporte,2025-06-06 12:30:21,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo:estadual:decreto:2010-05-10;55791,"Decreto nº 55.791, de 10/05/2010",urn:lex:br;sao.paulo:estadual:decreto:2010-05-10;55791,legislation,Brasil,São Paulo,,,,,Decreto Estadual 55791,10-05-2010,"Decreto Estadual 55791, promulgada em 10-05-2010, Estado de São Paulo, Brasil"
equipamentos de transporte,2025-06-06 12:30:21,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo:estadual:decreto:2009-08-12;54672,"Decreto nº 54.672, de 12/08/2009",urn:lex:br;sao.paulo:estadual:decreto:2009-08-12;54672,legislation,Brasil,São Paulo,,,,,Decreto Estadual 54672,12-08-2009,"Decreto Estadual 54672, promulgada em 12-08-2009, Estado de São Paulo, Brasil"
equipamentos de transporte,2025-06-06 12:30:21,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo:estadual:decreto:2010-12-20;56539,"Decreto nº 56.539, de 20/12/2010",urn:lex:br;sao.paulo:estadual:decreto:2010-12-20;56539,legislation,Brasil,São Paulo,,,,,Decreto Estadual 56539,20-12-2010,"Decreto Estadual 56539, promulgada em 20-12-2010, Estado de São Paulo, Brasil"
equipamentos de transporte,2025-06-06 12:30:21,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo:estadual:decreto:2007-06-15;51901,"Decreto nº 51.901, de 15/06/2007",urn:lex:br;sao.paulo:estadual:decreto:2007-06-15;51901,legislation,Brasil,São Paulo,,,,,Decreto Estadual 51901,15-06-2007,"Decreto Estadual 51901, promulgada em 15-06-2007, Estado de São Paulo, Brasil"
equipamentos de transporte,2025-06-06 12:30:21,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo:estadual:decreto:2008-07-24;53276,"Decreto nº 53.276, de 24/07/2008",urn:lex:br;sao.paulo:estadual:decreto:2008-07-24;53276,legislation,Brasil,São Paulo,,,,,Decreto Estadual 53276,24-07-2008,"Decreto Estadual 53276, promulgada em 24-07-2008, Estado de São Paulo, Brasil"
equipamentos de transporte,2025-06-06 12:30:21,https://www.lexml.gov.br/urn/urn:lex:br:rede.virtual.bibliotecas:artigo.revista:1960;2000388178,La cooperation technique internationale en matiere de transports,urn:lex:br:rede.virtual.bibliotecas:artigo.revista:1960;2000388178,legislation,Brasil,,,,,,Artigo.Revista Rede.Virtual.Bibliotecas 2000388178,1960,"Artigo.Revista Rede.Virtual.Bibliotecas 2000388178, promulgada em 1960, Brasil"
equipamentos de transporte,2025-06-06 12:30:21,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto.lei:1969-03-11;496,"Decreto-Lei nº 496, de 11 de Março de 1969",urn:lex:br:federal:decreto.lei:1969-03-11;496,legislation,Brasil,,,,,,Decreto.Lei Federal 496,11-03-1969,"Decreto.Lei Federal 496, promulgada em 11-03-1969, Brasil"
equipamentos de transporte,2025-06-06 12:30:21,https://www.lexml.gov.br/urn/urn:lex:br;santa.catarina:estadual:lei:1992-05-05;8575,"Lei nº 8.575, de 5 de maio de 1992",urn:lex:br;santa.catarina:estadual:lei:1992-05-05;8575,legislation,Brasil,Santa Catarina,,,,,Lei Estadual 8575,05-05-1992,"Lei Estadual 8575, promulgada em 05-05-1992, Estado de Santa Catarina, Brasil"
equipamentos de transporte,2025-06-06 12:30:21,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:2018-08-16;9475,"Decreto nº 9.475, de 16 de Agosto de 2018",urn:lex:br:federal:decreto:2018-08-16;9475,legislation,Brasil,,,,,,Decreto Federal 9475,16-08-2018,"Decreto Federal 9475, promulgada em 16-08-2018, Brasil"
equipamentos de transporte,2025-06-06 12:30:21,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:distrital:lei:2001-07-20;2746,"Lei nº 2746, de 20 de julho de 2001",urn:lex:br;distrito.federal:distrital:lei:2001-07-20;2746,legislation,Brasil,Distrito Federal,,,,,Lei Distrital 2746,20-07-2001,"Lei Distrital 2746, promulgada em 20-07-2001, Estado de Distrito Federal, Brasil"
equipamentos de transporte,2025-06-06 12:30:21,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.3:acordao:2004-11-04;209514,Acórdão nº 209514 do Processo nº20000110512757apc,urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.3:acordao:2004-11-04;209514,jurisprudence,Brasil,,,Distrito Federal,,"Tribunal Justica Distrito Federal Territorios, civel.3ª turma",Acórdão número 209514,04-11-2004,"Acórdão número 209514, publicado em 04-11-2004, Tribunal Justica Distrito Federal Territorios, civel.3ª turma, Distrito Federal"
equipamentos de transporte,2025-06-06 12:30:21,https://www.lexml.gov.br/urn/urn:lex:br:federal:lei:1975-12-11;6288,"Lei nº 6.288, de 11 de Dezembro de 1975",urn:lex:br:federal:lei:1975-12-11;6288,legislation,Brasil,,,,,,Lei Federal 6288,11-12-1975,"Lei Federal 6288, promulgada em 11-12-1975, Brasil"
equipamentos de transporte,2025-06-06 12:30:21,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.3:acordao:2020-03-19;0010487-11.2015.5.03.0029,Acórdão PJe TRT 3ª / Terceira Turma / 2020-03-19,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.3:acordao:2020-03-19;0010487-11.2015.5.03.0029,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 3ª turma",Acórdão número 0010487-11.2015.5.03.0029,19-03-2020,"Acórdão número 0010487-11.2015.5.03.0029, publicado em 19-03-2020, Tribunal Regional do Trabalho, 3ª turma, da 3ª região, Justiça do Trabalho"
equipamentos de transporte,2025-06-06 12:30:21,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:distrital:lei:2017-09-25;6007,"Lei nº 6007, de 25 de setembro de 2017",urn:lex:br;distrito.federal:distrital:lei:2017-09-25;6007,legislation,Brasil,Distrito Federal,,,,,Lei Distrital 6007,25-09-2017,"Lei Distrital 6007, promulgada em 25-09-2017, Estado de Distrito Federal, Brasil"
transportador autônomo,2025-06-06 12:30:24,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:distrital:decreto:1993-10-26;15154,"Decreto nº 15154, de 26 de outubro de 1993",urn:lex:br;distrito.federal:distrital:decreto:1993-10-26;15154,legislation,Brasil,Distrito Federal,,,,,Decreto Distrital 15154,26-10-1993,"Decreto Distrital 15154, promulgada em 26-10-1993, Estado de Distrito Federal, Brasil"
transportador autônomo,2025-06-06 12:30:24,https://www.lexml.gov.br/urn/urn:lex:br:federal:lei:1984-12-19;7290,"Lei nº 7.290, de 19 de Dezembro de 1984",urn:lex:br:federal:lei:1984-12-19;7290,legislation,Brasil,,,,,,Lei Federal 7290,19-12-1984,"Lei Federal 7290, promulgada em 19-12-1984, Brasil"
transportador autônomo,2025-06-06 12:30:24,https://www.lexml.gov.br/urn/urn:lex:br:rede.virtual.bibliotecas:artigo.revista:2012;1000964600,Auxiliares e condutores autônimos,urn:lex:br:rede.virtual.bibliotecas:artigo.revista:2012;1000964600,legislation,Brasil,,,,,,Artigo.Revista Rede.Virtual.Bibliotecas 1000964600,2012,"Artigo.Revista Rede.Virtual.Bibliotecas 1000964600, promulgada em 2012, Brasil"
transportador autônomo,2025-06-06 12:30:24,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:distrital:decreto:2007-11-14;28435,"Decreto nº 28435, de 14 de novembro de 2007",urn:lex:br;distrito.federal:distrital:decreto:2007-11-14;28435,legislation,Brasil,Distrito Federal,,,,,Decreto Distrital 28435,14-11-2007,"Decreto Distrital 28435, promulgada em 14-11-2007, Estado de Distrito Federal, Brasil"
transportador autônomo,2025-06-06 12:30:24,https://www.lexml.gov.br/urn/urn:lex:br:rede.virtual.bibliotecas:artigo.revista:2007;2000798066,Do transporte rodoviário de cargas (Lei 11.422/07) e seus efeitos no direito material e processual do trabalho,urn:lex:br:rede.virtual.bibliotecas:artigo.revista:2007;2000798066,legislation,Brasil,,,,,,Artigo.Revista Rede.Virtual.Bibliotecas 2000798066,2007,"Artigo.Revista Rede.Virtual.Bibliotecas 2000798066, promulgada em 2007, Brasil"
transportador autônomo,2025-06-06 12:30:24,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.1:acordao:2006-05-22;00927-2005-031-03-00-4,Acórdão TRT 3ª / Primeira Turma / 2006-05-22,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.1:acordao:2006-05-22;00927-2005-031-03-00-4,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 1ª turma",Acórdão número 00927-2005-031-03-00-4,22-05-2006,"Acórdão número 00927-2005-031-03-00-4, publicado em 22-05-2006, Tribunal Regional do Trabalho, 1ª turma, da 3ª região, Justiça do Trabalho"
transportador autônomo,2025-06-06 12:30:24,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.4:acordao:2006-04-19;01881-2004-032-03-00-6,Acórdão TRT 3ª / Quarta Turma / 2006-04-19,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.4:acordao:2006-04-19;01881-2004-032-03-00-6,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 4ª turma",Acórdão número 01881-2004-032-03-00-6,19-04-2006,"Acórdão número 01881-2004-032-03-00-6, publicado em 19-04-2006, Tribunal Regional do Trabalho, 4ª turma, da 3ª região, Justiça do Trabalho"
transportador autônomo,2025-06-06 12:30:24,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.recursal.juiz.fora:acordao:2015-07-14;0002008-39.2014.5.03.0037,Acórdão TRT 3ª / Decima Primeira Turma / 2015-07-14,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.recursal.juiz.fora:acordao:2015-07-14;0002008-39.2014.5.03.0037,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, recursal.juiz.foraª turma",Acórdão número 0002008-39.2014.5.03.0037,14-07-2015,"Acórdão número 0002008-39.2014.5.03.0037, publicado em 14-07-2015, Tribunal Regional do Trabalho, recursal.juiz.foraª turma, da 3ª região, Justiça do Trabalho"
transportador autônomo,2025-06-06 12:30:24,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.5:acordao:2012-11-27;0000050-04.2012.5.03.0129,Acórdão TRT 3ª / Quinta Turma / 2012-11-27,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.5:acordao:2012-11-27;0000050-04.2012.5.03.0129,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 5ª turma",Acórdão número 0000050-04.2012.5.03.0129,27-11-2012,"Acórdão número 0000050-04.2012.5.03.0129, publicado em 27-11-2012, Tribunal Regional do Trabalho, 5ª turma, da 3ª região, Justiça do Trabalho"
transportador autônomo,2025-06-06 12:30:24,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.3:acordao:2001-02-14;ro0019991,Acórdão TRT 3ª / Terceira Turma / 2001-02-14,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.3:acordao:2001-02-14;ro0019991,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 3ª turma",Acórdão número ro0019991,14-02-2001,"Acórdão número ro0019991, publicado em 14-02-2001, Tribunal Regional do Trabalho, 3ª turma, da 3ª região, Justiça do Trabalho"
transportador autônomo,2025-06-06 12:30:24,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.2:acordao:2014-08-26;0000516-13.2013.5.03.0145,Acórdão TRT 3ª / Segunda Turma / 2014-08-26,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.2:acordao:2014-08-26;0000516-13.2013.5.03.0145,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 2ª turma",Acórdão número 0000516-13.2013.5.03.0145,26-08-2014,"Acórdão número 0000516-13.2013.5.03.0145, publicado em 26-08-2014, Tribunal Regional do Trabalho, 2ª turma, da 3ª região, Justiça do Trabalho"
transportador autônomo,2025-06-06 12:30:24,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.2:acordao:2017-03-24;0011027-43.2016.5.03.0023,Acórdão PJe TRT 3ª / Segunda Turma / 2017-03-24,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.2:acordao:2017-03-24;0011027-43.2016.5.03.0023,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 2ª turma",Acórdão número 0011027-43.2016.5.03.0023,24-03-2017,"Acórdão número 0011027-43.2016.5.03.0023, publicado em 24-03-2017, Tribunal Regional do Trabalho, 2ª turma, da 3ª região, Justiça do Trabalho"
transportador autônomo,2025-06-06 12:30:24,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.2:acordao:2017-09-29;0010618-46.2017.5.03.0148,Acórdão PJe TRT 3ª / Segunda Turma / 2017-09-29,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.2:acordao:2017-09-29;0010618-46.2017.5.03.0148,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 2ª turma",Acórdão número 0010618-46.2017.5.03.0148,29-09-2017,"Acórdão número 0010618-46.2017.5.03.0148, publicado em 29-09-2017, Tribunal Regional do Trabalho, 2ª turma, da 3ª região, Justiça do Trabalho"
